#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
5,Seth Curry,PHI,47,28.9,4.4,9.9,0.447,2,4.8,0.418,1.3,1.4,0.896,1.2,1.7,0.2,1.9,2.1,2.8,0.8,0.2,12.1
6,Danny Green,PHI,59,28.3,3.3,7.8,0.42,2.6,6.2,0.414,0.5,0.6,0.771,1,1.8,0.8,2.9,3.7,1.7,1.3,0.8,9.6
7,Furkan Korkmaz,PHI,47,19.8,3.2,7.8,0.408,1.9,4.9,0.381,1.2,1.7,0.734,0.9,1.2,0.3,1.8,2.1,1.3,0.9,0.2,9.5
8,Tyrese Maxey,PHI,51,14.8,3.1,6.8,0.447,0.4,1.6,0.262,0.8,1,0.86,0.6,1.2,0.2,1.4,1.5,1.6,0.4,0.2,7.4
9,Dwight Howard,PHI,58,17.4,2.5,4.2,0.586,0.1,0.3,0.25,1.7,3,0.575,1.7,3,2.7,5.7,8.4,0.8,0.4,0.9,6.7
10,George Hill,PHI,4,19.7,2.5,5,0.5,0.5,1,0.5,0.8,1.2,0.6,1.2,1,0.5,1.5,2,1.2,0.2,0.8,6.2
11,Dakota Mathias,PHI,8,15.4,2.4,6,0.396,1,3.2,0.308,0.2,0.8,0.333,0.1,0.9,0.1,0.8,0.9,1.6,0.1,0.4,6
12,Tony Bradley,PHI,20,14.4,2.5,3.8,0.68,0,0.1,0,0.3,0.6,0.636,0.3,1.4,1.9,3.2,5.2,0.8,0.3,0.7,5.5
13,Mike Scott,PHI,41,17.6,1.6,4.2,0.374,1.1,3.2,0.344,0.2,0.3,0.667,0.4,1.5,0.2,2.3,2.6,0.7,0.5,0.2,4.4
14,Matisse Thybulle,PHI,57,20.1,1.5,3.7,0.41,0.6,2.2,0.298,0.1,0.3,0.5,0.4,2,0.5,1.5,2,0.9,1.5,1,3.8
15,Isaiah Joe,PHI,32,9.2,1,3,0.33,0.8,2.4,0.329,0.4,0.5,0.75,0.2,0.8,0.2,0.7,0.9,0.5,0.2,0.1,3.2
16,Mason Jones,PHI,5,4.3,0.8,1.4,0.571,0.2,0.4,0.5,1,1.4,0.714,0,0,0.6,0.2,0.8,0.6,0,0,2.8
17,"Paul Reed, Jr.",PHI,18,6.4,1.3,2.6,0.489,0,0.3,0,0.1,0.2,0.25,0.4,1,0.8,1,1.8,0.3,0.3,0.4,2.6
18,Rayjon Tucker,PHI,11,3.7,0.4,0.7,0.5,0.2,0.3,0.667,1.1,1.3,0.857,0.2,0.4,0.1,0.6,0.7,0.4,0.1,0,2
19,Vincent Poirier,PHI,10,3.9,0.3,1.2,0.25,0,0.1,0,0.2,0.6,0.333,0.4,0.8,0.6,0.8,1.4,0.2,0,0.3,0.8
20,Terrance Ferguson,PHI,13,3.8,0.1,0.5,0.143,0,0.4,0,0,0,0,0.3,0.5,0,0.1,0.1,0.2,0.1,0,0.2
21,Anthony Tolliver,PHI,3,13.3,0,2,0,0,1.3,0,0,0,0,0.7,1.7,1,1,2,0.7,1,0.3,0
22,Ignas Brazdeikis,PHI,1,7.9,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0
1,Devin Booker,PHX,56,33.6,9.2,19.1,0.482,2,5.7,0.349,4.9,5.7,0.861,3.2,2.8,0.4,3.7,4.1,4.5,0.9,0.3,25.3
2,Chris Paul,PHX,59,31.7,6.1,12.5,0.486,1.4,3.7,0.377,2.4,2.6,0.928,2.2,2.4,0.4,4.2,4.6,8.7,1.4,0.2,16
3,Deandre Ayton,PHX,60,30.7,6.5,10.4,0.626,0.1,0.3,0.2,2,2.6,0.763,1.6,2.9,3.4,7.3,10.7,1.4,0.6,1.1,15.1
4,Mikal Bridges,PHX,60,32.5,4.9,9.3,0.525,1.7,4.3,0.398,1.5,1.8,0.822,0.8,1.6,1.1,3.3,4.4,2.2,0.9,0.8,13
5,Cameron Johnson,PHX,54,23.7,3.5,8,0.442,2,5.4,0.374,0.8,0.9,0.878,0.7,1.4,0.5,2.7,3.3,1.5,0.6,0.3,9.9
6,Jae Crowder,PHX,55,27.4,3.3,8.1,0.401,2.4,6.2,0.381,0.9,1.2,0.761,0.9,2,0.5,4.3,4.8,2.1,0.8,0.4,9.8
7,Dario Saric,PHX,41,17.5,3.2,7.1,0.451,1,2.9,0.339,1.7,1.9,0.872,1.2,2,1,3,4,1.3,0.6,0.1,9.1
8,Cameron Payne,PHX,49,17.3,2.8,6,0.464,1,2.5,0.402,0.7,0.8,0.854,1.1,1.7,0.2,2,2.3,3.6,0.6,0.2,7.3
9,Torrey Craig,PHX,20,17,2.7,5,0.535,0.9,2.4,0.383,0.6,0.7,0.786,0.7,1.8,1.3,3.5,4.8,0.8,0.7,0.5,6.8
10,Abdel Nader,PHX,24,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.2,1.5,0.757,0.8,1.4,0.3,2.3,2.6,0.8,0.4,0.4,6.7
11,Frank Kaminsky,PHX,35,14.4,2.4,5.1,0.461,0.8,1.9,0.403,0.7,1.2,0.585,0.5,1.3,0.7,2.9,3.6,1.6,0.3,0.4,6.2
12,Langston Galloway,PHX,35,10.9,1.6,3.5,0.467,0.9,2,0.451,0.5,0.5,1,0.3,0.7,0.1,0.9,1,0.7,0.2,0,4.7
13,E'Twaun Moore,PHX,24,14.5,1.8,4.2,0.422,0.3,1.2,0.276,0.3,0.4,0.8,0.8,1.3,0.5,1.2,1.8,1.5,0.6,0.2,4.2
14,Jevon Carter,PHX,48,11.1,1.4,3.4,0.412,0.9,2.5,0.361,0,0.1,0.5,0.2,1.1,0.2,1.2,1.5,1.1,0.4,0.2,3.8
15,Damian Jones,PHX,14,6.7,0.6,1.1,0.5,0,0.1,0,0.4,0.8,0.545,0.4,1.4,0.5,0.8,1.3,0.3,0.1,0.4,1.6
16,Jalen Smith,PHX,21,4.2,0.5,1.4,0.367,0.1,0.5,0.182,0,0.1,0.333,0.2,0.5,0.3,0.6,0.9,0.1,0,0.1,1.2
17,Ty-Shon Alexander,PHX,9,3.2,0.2,1.1,0.2,0.1,0.8,0.143,0.1,0.2,0.5,0.1,0.1,0.1,0.4,0.6,0.1,0,0.1,0.7
1,Damian Lillard,POR,55,36,8.8,20.3,0.434,4,10.7,0.374,6.8,7.3,0.923,3.1,1.6,0.5,3.7,4.2,7.5,0.9,0.3,28.4
2,C.J. McCollum,POR,35,34,8.6,19.3,0.446,3.7,9.6,0.389,2.3,2.8,0.825,1.4,1.9,0.7,3.5,4.2,4.8,1.1,0.5,23.3
3,Norman Powell,POR,16,34.4,5.9,13.3,0.446,1.8,5.5,0.33,3.6,4.2,0.851,1.9,2.5,0.9,2.2,3.1,1.9,1.6,0.4,17.2
4,"Gary Trent, Jr.",POR,41,30.8,5.3,12.8,0.414,3,7.4,0.397,1.4,1.8,0.773,0.8,1.5,0.5,1.7,2.2,1.4,0.9,0.1,15
5,Carmelo Anthony,POR,59,24.9,4.8,11.7,0.411,1.9,4.8,0.392,2.1,2.4,0.878,1,2.1,0.5,2.7,3.2,1.5,0.7,0.6,13.5
6,Enes Kanter,POR,60,25.8,5,8.2,0.611,0,0,0,1.9,2.4,0.781,1.2,2.5,4.1,7.3,11.4,1.2,0.5,0.7,11.9
7,Jusuf Nurkic,POR,25,23.3,4.1,8.3,0.493,0.4,1,0.36,1.7,2.7,0.627,2,3,2.2,6.1,8.3,3.4,1,1,10.2
8,Robert Covington,POR,58,32.2,3,7.4,0.407,1.9,5.1,0.38,0.8,0.9,0.83,1.1,2.7,0.8,5.8,6.7,1.7,1.5,1.2,8.7
9,Anfernee Simons,POR,52,16.3,2.6,6.3,0.416,1.9,4.4,0.424,0.7,0.9,0.776,0.7,1.5,0.2,2,2.2,1.4,0.2,0.1,7.8
10,Derrick Jones,POR,53,23.8,2.6,5.5,0.478,0.8,2.5,0.323,1,1.6,0.64,0.5,2.2,1.4,2.4,3.8,0.8,0.7,1,7.1
11,Nassir Little,POR,40,14.2,1.7,3.6,0.466,0.7,1.9,0.365,0.8,1,0.825,0.3,1.2,0.8,2.1,2.9,0.5,0.1,0.3,4.9
12,Rodney Hood,POR,38,19.1,1.9,5.3,0.363,0.7,2.2,0.298,0.2,0.3,0.75,0.8,1.6,0.5,1.4,1.9,1.2,0.5,0.1,4.7
13,Rondae Hollis-Jefferson,POR,5,12.5,0.8,2,0.4,0,0.2,0,1.8,2.8,0.643,0.4,2,1.4,1.2,2.6,1.6,0.4,0.6,3.4
14,Harry Giles,POR,30,10.3,1.1,2.5,0.427,0.2,0.5,0.467,0.5,0.7,0.682,0.6,1.7,1,3,3.9,0.8,0.2,0.3,2.9
15,C.J. Elleby,POR,21,7.3,0.9,2.3,0.388,0.3,1.3,0.222,0.3,0.5,0.636,0.1,1,0.4,0.7,1,0.2,0.3,0.1,2.4
16,Keljin Blevins,POR,10,5.1,0.2,1.4,0.143,0,0.5,0,0,0,0,0.3,0.4,0,0.2,0.2,0.4,0.2,0,0.4
1,De'Aaron Fox,SAC,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,5.2,7.2,0.719,3,2.9,0.6,2.9,3.5,7.2,1.5,0.5,25.2
2,Buddy Hield,SAC,59,34.4,5.7,14,0.408,4,10.4,0.39,1.2,1.5,0.839,1.7,2.6,0.4,4.1,4.5,3.1,0.8,0.4,16.7
3,Harrison Barnes,SAC,57,36.5,5.5,11.1,0.494,1.7,4.4,0.385,3.4,4.1,0.828,1.6,1.3,1.1,5.5,6.6,3.5,0.8,0.2,16
4,Richaun Holmes,SAC,51,29.8,5.9,9.2,0.642,0,0.2,0.2,2.2,2.8,0.785,1.2,3.6,2.5,6.3,8.9,1.6,0.7,1.6,14.1
5,Marvin Bagley III,SAC,37,25.7,5.6,11.2,0.502,0.9,2.6,0.354,1.6,2.9,0.56,1.3,2.4,2.5,5,7.4,0.9,0.5,0.5,13.9
6,Tyrese Haliburton,SAC,54,30,5,10.5,0.473,2.1,5,0.412,0.8,1,0.846,1.5,1.5,0.7,2.3,3,5.1,1.3,0.5,12.8
7,Hassan Whiteside,SAC,36,15.2,3.5,6.2,0.562,0,0,0,1.1,2.2,0.519,1.1,2,1.7,4.3,6,0.6,0.2,1.3,8.1
8,Terence Davis,SAC,15,17.6,2.9,7,0.419,1.5,4.4,0.348,0.6,0.9,0.692,1.1,1.3,0.2,2.1,2.3,1.1,0.7,0.2,8
9,Delon Wright,SAC,15,21.2,2.7,6,0.444,0.9,2.3,0.412,1.6,1.8,0.889,0.6,0.9,0.7,2.1,2.8,2.3,1.3,0.1,7.9
10,Nemanja Bjelica,SAC,26,16.9,2.7,5.8,0.46,0.7,2.2,0.293,1.2,1.6,0.762,1.1,1.8,0.9,2.9,3.8,1.9,0.3,0.1,7.2
11,Maurice Harkless,SAC,15,23.2,2.4,5.4,0.444,0.7,2.7,0.275,1.1,1.3,0.85,0.7,2.7,0.5,2.1,2.7,1.1,1,0.5,6.7
12,Cory Joseph,SAC,44,21.5,2.5,5.7,0.444,0.7,2.1,0.33,0.8,1.1,0.766,1,2.2,0.6,1.7,2.2,2.5,0.9,0.2,6.6
13,Glenn Robinson,SAC,23,16.1,1.8,4.3,0.424,0.7,1.9,0.364,0.9,1,0.913,0.5,1,0.5,1.5,2,0.9,0.2,0.1,5.3
14,Chimezie Metu,SAC,27,10,2.1,3.8,0.549,0.1,0.4,0.3,0.7,1.1,0.69,0.6,1.5,0.9,1.6,2.5,0.7,0.3,0.6,5
15,DaQuan Jeffries,SAC,18,12.9,1.3,3.2,0.421,0.5,1.6,0.321,0.3,0.4,0.857,0.4,1.3,0.5,1.1,1.6,0.3,0.4,0.2,3.5
16,Damian Jones,SAC,5,14,1,1.6,0.625,0,0,0,1,1.4,0.714,0.8,1.4,0.8,2.2,3,0.6,0.6,0.6,3
17,Norvel Pelle,SAC,1,3.8,0,1,0,0,0,0,3,4,0.75,0,1,1,0,1,1,0,0,3
18,Kyle Guy,SAC,23,6.8,1,2.6,0.383,0.4,1.4,0.303,0.5,0.6,0.846,0.2,0.6,0.1,0.9,1,0.8,0.2,0,2.9
19,Jabari Parker,SAC,3,9.1,1.3,2.3,0.571,0,0.3,0,0,0,0,1,1.3,0.3,1.7,2,0.3,0,0.3,2.7
20,Justin James,SAC,26,5.8,0.7,1.6,0.429,0.2,0.7,0.294,0.2,0.5,0.417,0.2,0.4,0.1,0.3,0.4,0.6,0.1,0,1.8
21,Robert Woodard II,SAC,11,2.6,0.6,1.3,0.5,0.1,0.4,0.25,0.3,0.7,0.375,0.1,0.2,0.3,0.7,1,0,0,0.2,1.6
22,Jahmi'us Ramsey,SAC,5,3.4,0.6,1,0.6,0.2,0.6,0.333,0,0,0,0.2,0,0,0.8,0.8,0.2,0,0.2,1.4
23,Chris Silva,SAC,4,2.4,0.2,0.8,0.333,0,0,0,0,0,0,0.2,1,0,0.5,0.5,0,0,0.2,0.5
1,DeMar DeRozan,SAS,50,34,7.3,14.9,0.492,0.4,1.4,0.257,6.2,7,0.883,2,2,0.8,3.7,4.4,7.2,0.9,0.3,21.2
2,Derrick White,SAS,35,29.8,5.2,12.7,0.41,2.4,6.8,0.351,2.7,3.1,0.855,1.3,2.6,0.4,2.6,3,3.6,0.7,1,15.5
3,Dejounte Murray,SAS,56,31.6,6.4,14.3,0.449,1,3.1,0.333,1.6,2,0.795,1.7,2,0.7,6.2,6.9,5.2,1.6,0.1,15.4
4,LaMarcus Aldridge,SAS,21,25.9,5.5,11.8,0.464,1.3,3.6,0.36,1.5,1.8,0.838,1,1.7,0.8,3.7,4.5,1.7,0.4,0.9,13.7
5,Keldon Johnson,SAS,56,28.6,4.9,10.2,0.477,0.9,2.7,0.342,2,2.8,0.722,1.1,2.1,1.5,5,6.4,1.8,0.6,0.4,12.7
6,Patty Mills,SAS,56,25.4,4,9.4,0.424,2.5,6.5,0.383,1.1,1.2,0.91,1,1.2,0.3,1.4,1.7,2.4,0.7,0,11.6
7,Rudy Gay,SAS,51,21.7,4.1,9.8,0.413,1.6,4.2,0.375,1.3,1.6,0.805,1,1.9,0.7,4.2,4.9,1.5,0.7,0.6,11
8,Lonnie Walker,SAS,47,24.9,4.1,9.9,0.416,1.6,4.6,0.355,1.1,1.3,0.794,1.1,1.8,0.2,2.4,2.6,1.6,0.5,0.3,10.9
9,Jakob Poeltl,SAS,58,26.3,3.8,6.1,0.628,0,0,0,0.9,1.8,0.476,1.3,2.4,3.3,4.7,8,1.9,0.6,1.8,8.5
10,Drew Eubanks,SAS,41,13.8,2,3.6,0.571,0,0,1,1.4,2,0.69,0.9,1.5,1.2,3.1,4.3,0.9,0.3,1,5.5
11,Devin Vassell,SAS,49,16.1,1.8,4.4,0.407,0.9,2.2,0.394,0.6,0.7,0.879,0.4,1.4,0.4,2.2,2.6,0.9,0.8,0.3,5
12,Trey Lyles,SAS,23,15.6,1.9,3.9,0.478,0.6,1.7,0.35,0.7,1,0.652,0.3,0.6,0.4,3.3,3.7,0.6,0.3,0,5
13,Luka Samanic,SAS,27,9.2,1.3,2.9,0.43,0.3,1.4,0.243,0.4,0.9,0.5,0.6,1.3,0.5,1.6,2,0.5,0.3,0.2,3.3
14,Gorgui Dieng,SAS,6,8.5,0.7,1.7,0.4,0.2,0.8,0.2,0.8,1.2,0.714,0.3,1.3,0.3,1.7,2,0.7,0.3,0.2,2.3
15,Keita Bates-Diop,SAS,22,6.9,0.7,1.9,0.381,0.2,0.7,0.333,0.5,0.7,0.733,0.1,0.3,0.2,0.9,1.1,0.4,0.4,0.1,2.2
16,Tre Jones,SAS,29,5.4,0.8,1.7,0.458,0.1,0.1,0.667,0.3,0.3,1,0.4,0.3,0.2,0.3,0.4,0.7,0.2,0,1.9
17,Quinndary Weatherspoon,SAS,17,4.5,0.4,0.9,0.375,0,0.1,0,0.4,0.5,0.875,0.5,0.8,0.1,0.2,0.4,0.3,0.4,0.1,1.1
18,Cam Reynolds,SAS,3,2.1,0.3,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
1,Pascal Siakam,TOR,48,35.7,7.5,16.6,0.454,1.3,4.4,0.297,4.7,5.6,0.839,2.2,3.2,1.7,5.6,7.2,4.7,1.1,0.7,21
2,Fred VanVleet,TOR,47,36.2,6.4,16.4,0.394,3.3,9,0.372,3.4,3.8,0.888,1.9,2.4,0.6,3.6,4.1,6.2,1.7,0.8,19.6
3,Norman Powell,TOR,42,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.4,3.9,0.865,1.8,2.3,0.5,2.5,3,1.8,1.1,0.2,19.6
4,Kyle Lowry,TOR,42,34.7,5.5,12.8,0.428,2.6,7,0.379,3.1,3.5,0.878,2.8,3.1,0.8,4.8,5.5,7.2,1,0.3,16.7
5,"Gary Trent, Jr.",TOR,14,31.2,6.2,14.9,0.416,2.6,7.1,0.364,0.9,1.1,0.812,0.7,1.5,0.1,3.4,3.4,1.4,1.2,0.2,15.9
6,Ogugua Anunoby,TOR,39,33.2,5.5,11.6,0.479,2.4,6,0.402,1.9,2.4,0.777,1.8,2.8,1.3,4.3,5.6,2,1.6,0.7,15.4
7,Chris Boucher,TOR,59,24,4.8,9.2,0.519,1.5,3.8,0.389,2.5,3.2,0.787,0.8,2.8,2,4.8,6.7,1.1,0.6,1.9,13.6
8,Khem Birch,TOR,7,26.3,3.6,6.4,0.556,0.4,1,0.429,1.1,2.1,0.533,0.9,2.1,2.7,3.6,6.3,1.1,0.7,1.4,8.7
9,Henry Ellenson,TOR,2,19.2,2.5,7,0.357,1,4.5,0.222,1.5,2,0.75,0,3.5,1.5,4.5,6,2.5,0,0,7.5
10,Terence Davis,TOR,34,14.5,2.6,6.2,0.414,1.3,3.6,0.361,0.5,0.5,0.889,0.9,1.4,0.3,1.7,1.9,1.1,0.5,0.2,6.9
11,Aron Baynes,TOR,50,18.2,2.4,5.6,0.431,0.4,1.9,0.237,0.5,0.7,0.73,0.9,2.3,1.7,3.4,5.1,0.9,0.3,0.4,5.8
12,Freddie Gillespie,TOR,8,16.9,2.4,3.9,0.613,0,0,0,0.9,1,0.875,0.5,1.9,1.6,2,3.6,0.6,0.5,1.2,5.6
13,Malachi Flynn,TOR,35,16.7,2.1,5.9,0.354,0.9,2.8,0.316,0.5,0.7,0.731,0.8,1.1,0.2,1.8,2,2.6,0.7,0.1,5.6
14,Rodney Hood,TOR,10,15.7,1.7,4.6,0.37,0.8,2.4,0.333,1,1.1,0.909,0.4,1.1,0.3,1.5,1.8,0.4,0.1,0.3,5.2
15,DeAndre' Bembry,TOR,39,18.1,2.1,3.9,0.533,0.2,0.8,0.273,0.8,1.1,0.698,1.3,1.5,0.6,2,2.7,2,0.8,0.4,5.2
16,Paul Watson,TOR,27,11,1.4,3,0.463,1.1,2.4,0.469,0.2,0.3,0.625,0.3,1.3,0.1,1.5,1.7,0.6,0.2,0.1,4.1
17,Yuta Watanabe,TOR,41,13.4,1.4,3.2,0.447,0.6,1.6,0.406,0.5,0.6,0.826,0.4,1.1,0.8,2.4,3.2,0.7,0.5,0.4,4
18,Stanley Johnson,TOR,50,14.6,1.2,2.9,0.395,0.6,1.7,0.345,0.5,0.6,0.828,0.8,1.8,0.4,1.9,2.3,1.2,0.8,0.3,3.4
19,Matt Thomas,TOR,26,7.4,0.9,2.4,0.387,0.7,1.6,0.415,0.2,0.3,0.857,0.2,0.4,0.1,0.7,0.8,0.3,0.1,0,2.7
20,Alex Len,TOR,7,10.8,0.7,1.4,0.5,0.4,0.9,0.5,0.4,0.9,0.5,1.1,1.4,0,1.6,1.6,0.4,0.1,0.9,2.3
21,Patrick McCaw,TOR,5,6.7,0.2,0.2,1,0,0,0,0.6,0.6,1,0,1.2,0.2,0.4,0.6,0.8,0.4,0,1
22,Jalen Harris,TOR,4,3.5,0.2,1,0.25,0.2,0.5,0.5,0,0,0,0.2,0.5,0.2,0.5,0.8,0.5,0.2,0,0.8
1,Donovan Mitchell,UTA,53,33.4,9,20.6,0.438,3.4,8.7,0.386,5,6,0.845,2.8,2.2,0.9,3.5,4.4,5.2,1,0.3,26.4
2,Jordan Clarkson,UTA,56,26,6.4,15.1,0.422,3,8.7,0.349,1.7,1.8,0.922,1.7,1.5,0.7,3.3,4,2.2,0.9,0.2,17.5
3,Mike Conley,UTA,48,29.7,5.6,12.6,0.444,2.7,6.7,0.409,2.4,2.7,0.863,2,2,0.7,2.6,3.3,6,1.4,0.2,16.2
4,Bojan Bogdanovic,UTA,60,30.6,5.2,12.2,0.425,2.5,6.4,0.387,2.9,3.3,0.87,1.6,1.6,0.6,3.3,3.9,1.9,0.6,0.1,15.7
5,Rudy Gobert,UTA,59,31.1,5.5,8.2,0.671,0,0.1,0,3.4,5.5,0.618,1.6,2.4,3.4,10.2,13.6,1.3,0.5,2.8,14.4
6,Joe Ingles,UTA,55,27.4,4.2,8.1,0.517,2.8,5.8,0.487,1.1,1.3,0.857,1.6,1.9,0.4,3.3,3.7,4.4,0.7,0.2,12.3
7,Royce O'Neale,UTA,59,32,2.4,5.5,0.439,1.5,3.9,0.375,0.6,0.7,0.857,1.1,2.7,1.2,5.8,7.1,2.5,0.8,0.5,6.9
8,Georges Niang,UTA,60,14.5,2.1,5,0.433,1.5,3.6,0.41,0.1,0.1,1,0.7,1.6,0.3,2.1,2.4,0.8,0.3,0.1,5.9
9,Derrick Favors,UTA,56,15.5,2.3,3.7,0.617,0,0,0,1,1.3,0.74,0.6,2.2,2,3.4,5.4,0.7,0.5,1,5.5
10,Ersan Ilyasova,UTA,10,8.7,1.2,3.1,0.387,1,2.4,0.417,0.3,0.3,1,0.4,1.6,0.4,1.3,1.7,0.2,0.7,0.2,3.7
11,Matt Thomas,UTA,9,7.8,1.1,3.7,0.303,0.3,2.3,0.143,0,0,0,0.6,0.6,0.2,1,1.2,0.6,0.1,0,2.6
12,Miye Oni,UTA,44,9.1,0.7,1.9,0.353,0.6,1.7,0.333,0.1,0.1,0.833,0.3,1.2,0.4,1.2,1.6,0.4,0.1,0.2,2
13,Elijah Hughes,UTA,13,3.6,0.6,1.7,0.364,0.5,1.3,0.353,0.2,0.3,0.75,0.5,0.1,0,0.5,0.5,0.3,0.1,0.1,1.9
14,Jarrell Brantley,UTA,21,4.5,0.7,1.6,0.455,0.3,1,0.35,0.1,0.1,1,0.1,0.7,0.3,0.7,1,0.3,0.1,0.1,1.9
15,Juwan Morgan,UTA,23,4.9,0.5,1,0.5,0.1,0.5,0.273,0.1,0.3,0.429,0.1,0.8,0.3,0.7,1,0.3,0.2,0,1.2
16,Trent Forrest,UTA,18,6,0.4,1.1,0.4,0,0.2,0,0.1,0.1,1,0.4,0.3,0,0.4,0.4,1.1,0.2,0.1,1
17,Udoka Azubuike,UTA,12,4.1,0.3,0.6,0.571,0,0,0,0.3,0.5,0.667,0.2,0.7,0.3,0.8,1.1,0,0.1,0.3,1
18,Shaquille Harrison,UTA,17,3.3,0.4,1.2,0.3,0,0.1,0,0.3,0.4,0.833,0.3,0.2,0.2,0.4,0.5,0.5,0.1,0,1
1,Bradley Beal,WAS,51,35.5,11,22.6,0.484,2.2,6.4,0.351,7,7.7,0.899,3.3,2.4,1.2,3.7,4.8,4.6,1.2,0.4,31.1
2,Russell Westbrook,WAS,53,35.6,8.3,18.8,0.439,1.3,4.1,0.315,3.9,6.3,0.624,5,2.8,1.6,9.4,11,10.9,1.3,0.3,21.8
3,Thomas Bryant,WAS,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,1.6,2.4,0.667,1.1,3.1,1.8,4.3,6.1,1.5,0.4,0.8,14.3
4,Rui Hachimura,WAS,47,31.7,5.2,11.2,0.467,0.8,2.5,0.316,2.3,3,0.759,1.3,2.2,0.9,4.8,5.7,1.5,0.8,0.1,13.5
5,Davis Bertans,WAS,45,24.8,3.4,8.4,0.407,3,7.5,0.404,1.7,1.9,0.885,0.6,2.4,0.3,2.7,3,0.9,0.6,0.2,11.6
6,Daniel Gafford,WAS,11,18.5,4.6,7,0.662,0,0,0,2,3.3,0.611,0.8,1.5,2,4.2,6.2,0.5,0.9,2.2,11.3
7,Robin Lopez,WAS,60,19.6,3.6,5.8,0.633,0.1,0.3,0.278,1.4,2,0.708,1.1,1.6,2,1.9,3.9,0.8,0.2,0.6,8.8
8,Raulzinho Neto,WAS,54,21,3.2,7,0.458,1,2.6,0.38,1,1.1,0.852,0.8,1.6,0.4,1.9,2.3,2.2,1.1,0.1,8.4
9,Alex Len,WAS,45,16,2.9,4.6,0.635,0.1,0.4,0.235,1.2,2,0.615,1,2.1,1.2,3,4.1,0.9,0.3,1,7.2
10,Moe Wagner,WAS,25,15,2.5,4.9,0.508,0.5,1.7,0.31,1.6,2.1,0.788,0.8,2.5,0.5,2.4,2.9,1.3,0.9,0.3,7.1
11,Deni Avdija,WAS,54,23.3,2.4,5.8,0.417,1,3.1,0.315,0.5,0.8,0.644,0.6,2.6,0.4,4.4,4.9,1.2,0.6,0.3,6.3
12,Ish Smith,WAS,32,20.2,2.6,6.2,0.41,0.4,1.1,0.361,0.4,0.7,0.522,1,1.3,0.5,2.8,3.3,4.2,0.7,0.3,5.9
13,Garrison Mathews,WAS,54,17.3,1.6,3.9,0.414,1.3,3.2,0.391,1.3,1.4,0.897,0.2,1.8,0.3,1.2,1.5,0.5,0.5,0.1,5.8
14,Chandler Hutchison,WAS,7,17.3,2,5.3,0.378,0.4,1.6,0.273,1.3,1.6,0.818,1.3,1.4,0.4,3.4,3.9,0.7,0.4,0,5.7
15,Jerome Robinson,WAS,17,17.9,1.6,5.6,0.295,0.6,2.5,0.262,0.9,1.2,0.8,1.1,1.8,0.2,2,2.2,1.5,0.7,0.4,4.9
16,"Troy Brown, Jr.",WAS,21,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.5,0.7,0.667,0.8,1.4,0.5,2.4,2.9,0.9,0.1,0.2,4.3
17,Jordan Bell,WAS,5,13.4,1.4,4,0.35,0,0.4,0,0,0,0,0.6,1,1.2,2.6,3.8,1,0.6,0.6,2.8
18,Cassius Winston,WAS,18,5.1,0.7,1.7,0.419,0.4,0.9,0.5,0.3,0.3,0.833,0.1,0.4,0,0.5,0.5,0.6,0.1,0.1,2.2
19,Isaac Bonga,WAS,37,11.3,0.8,2.1,0.385,0.4,1.2,0.283,0.1,0.2,0.625,0.6,1.6,0.5,1.3,1.8,0.6,0.3,0.2,2.1
20,Anthony Gill,WAS,20,6.5,0.7,1.5,0.433,0.2,0.8,0.235,0.2,0.2,0.8,0.3,0.8,0.6,1.3,1.9,0.3,0.2,0.1,1.7
21,Anzejs Pasecniks,WAS,1,6.3,0,1,0,0,1,0,0,0,0,5,2,1,0,1,1,0,0,0
